song_artists,uri,track_name,duration_ms,explicit,track_popularity,track_number,album_name,album_artist,album_release_date,genres,label,album_popularity,album_cover,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_lyrics,lyrics_page_views,cleaned_title,featured_artists
['Los Tigres Del Norte'],spotify:track:4sYOw0dB6wFomnBfA1qjzS,Acercate A Mi,165933,False,33,12,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.00579,0.676,0.654,0.0,11.0,0.076,-7.724,1.0,0.0361,124.982,4.0,0.324,"Acércate a mí LyricsTú llenaste mi mundo de mucha ilusión
Desde que te vi
Desde que te vi
Prisionero hiciste a mí corazón
Con tu sonreír
Con tu sonreír
Es por eso que yo ya no puedo vivir
Alejado de ti
Alejado de ti
Acércate a mí
Y déjame quererte
Y podrás comprobar que soy tu prisionero
Desde siempre
Acércate a mí
Y dime te quiero
Y podrás comprobar que el amor que te doy
Es sincero
Esa ceda que tiene tu cuerpo la acariciare
Y te besare
Y te besare
Por que ardo en deseos de estar junto a ti
Pues soy para ti
Pues soy para ti
Acércate a mí
Y déjame quererte
Y podrás comprobar que soy tu prisionero
Desde siempre
Acércate a mí
Y dime te quiero
Y podrás comprobar que el amor que te doy
Es sinceroEmbed",,Acércate a mí,
['Los Tigres Del Norte'],spotify:track:58yJu0dtzjgHUJ4eFMnIc5,Los Tres De Zacatecas,141306,False,38,13,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0721,0.568,0.723,0.0,8.0,0.321,-4.508,1.0,0.266,80.974,4.0,0.487,"Los tres de Zacatecas LyricsHabía un cargamento de trescientos kilos
Que los migras atoraron
Y cuando de pronto escuché la noticia
Tan solo de diez hablaron
Oí el comentario por que estaba preso
Por ilegal fui cautivo
Mientras que lo gringos hacían el reparto
Yo estaba haciendo el corrido
A los que agarraron eran tres hermanos
De Zacatecas vinieron
Eran Juan y Pablo, y Manuel Eduardo
Y su apellido Guerrero
Decía el emigrante a los detenidos:
Ya se pueden dar por muertos
Si acaso yo escucho una media palabra
Del corte del cargamento
Yo se que la carga era de la buena;
Lo supe por el aroma
En pocos minutos olía la garita
A amoniaco y acetona
Una pobre madre ansiosa espera
A los tres de Zacatecas
Tal vez con m canto se entere algún día
Que se Hayan tras de las rejasEmbed",,Los tres de Zacatecas,
['Los Tigres Del Norte'],spotify:track:4iXjAKBYd1ZCDvtrkux26a,A Manos Llenas,218880,False,43,14,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.107,0.802,0.735,0.0,11.0,0.277,-4.915,1.0,0.144,133.993,4.0,0.621,"A manos llenas LyricsEstas perdiendo el tiempo con tus celos
Y asi que caso tiene que me quieras
No puedo ni siquiera darte un beso
Y si quiero acariciarte te revelas
Ya deja de pensar en esas cosas
Que cruzan en tu mente sin sentido
Te quiero platicar algo y te enojas
Y me acusas de engañarte sin motivo
Aun asi no se porque te quiero tanto
No soy feliz pero a la vez te sigo amando
No se porque tu no valoras esta condena
Yo que te doy el corazon a manos llenas
Yo que te doy el corazon a manos llenas
Me gusta cuando dices que me quieres
Y luego sin palabras me rechazas
No entiendo ese cariño que me tienes
Si apunto de abrazarte te me escapas
Aun asi no se porque te quiero tanto
No soy feliz pero a la vez te sigo amando
No se porque tu no valoras esta condena
Yo que te doy el corazon a manos llenas
Yo que te doy el corazon a manos llenasEmbed",,A manos llenas,
['Los Tigres Del Norte'],spotify:track:5CeZQoX8QWSKk8OGHNo7k9,El Tamal,186586,False,52,1,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.125,0.509,0.777,0.0,7.0,0.0591,-6.48,1.0,0.203,110.704,5.0,0.374,"El tamal LyricsLa pistola en la cintura
Y en las botas un tamal
Lo rodearon en la calle
Siete de la judicial
Le pidieron la bolsita
El no se las quiso dar
Como le pusieron dedo
Le rodearon bien la troca
El comandante gritaba
Sabemos que cargas coca
El caso no lo hagas grande
Ve quitándote la bota
Juan Manuel le contesto
De traerla no me rajo
Yo se que también le gusta
Con gusto yo la comparto
Pero si la quiere toda
Con sus hombres yo me mato
Con la pistola en la mano
Y el dedo en el gatillo
Notaron en su mirada
Que era un hombre decidido
Porque lo tenían rodeado
Pero se veía tranquilo
No hago tratos con mañosos
Y entrégame el tamal
No te pongas resistente
La vas a pasar muy mal
Antes de que continuara
Un balazo le dio Juan
Los agentes dispararon
Pero no con puntería
A Juan no lo detuvieron
Se les escapo ese día
El comandante esta muerto
Por un tamal que queríaEmbed",,El tamal,
['Los Tigres Del Norte'],spotify:track:5ccRYB0YtW768SGsAThK0T,El Ejemplo,175053,False,54,2,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.146,0.885,0.615,0.0,8.0,0.0651,-6.714,1.0,0.123,97.999,4.0,0.598,"El Ejemplo LyricsNo me digas que ahora te extraña porque yo he cambiado contigo
Si tú misma me abriste las alas, fue tu modo razón y motivo
No te olvides que tú me empujabas a volar donde no era mi nido
Muchas veces te veo sorprendida, pues te beso y soy cariñoso
Solamente si estás con mis hijos porque a solas ya no te soporto
Es por ellos que no me decido a exigirte el maldito divorcio
Porque yo no he de dar el ejemplo de dejar a mis hijos sin padre
Yo prefiero morirme a tu lado aunque vivamos como rivales
Frente a ellos te haré una caricia, pero es falsa, de sobra lo sabes
Si algún día te dijeran mis hijos que el destino nos ha distanciado
Tú les dices que no se preocupen que seguimos muy enamorados
Que tu cuerpo de hielo me brinda el calor que yo siempre he deseado
Porque yo no he de dar el ejemplo de dejar a mis hijos sin padre
Yo prefiero morirme a tu lado aunque vivamos como rivales
Frente a ellos te haré una caricia, pero es falsa, de sobra lo sabesEmbed",,El Ejemplo,
['Los Tigres Del Norte'],spotify:track:3T43NYQne2SwBS0KmAdfJ9,Devuelveme,164600,False,37,3,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.595,0.461,0.817,0.0,8.0,0.117,-3.11,1.0,0.324,95.592,5.0,0.633,,,,
['Los Tigres Del Norte'],spotify:track:3Qq3xkPs1tswMwEP6YrqPQ,Tiempos De Mayo,209946,False,49,4,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.158,0.67,0.727,0.0,9.0,0.203,-5.037,0.0,0.293,157.087,4.0,0.366,"Tiempos de mayo LyricsEran los tiempos de mayo
Cuando floreaban las rosas
Llego Gerardo del norte
A casarse con su novia
Nadie penso que en la iglesia
Se complicarian las cosas
La lluvia llego del cielo
El reloj daba las cuatro
Pero la muerte rondaba
Las calles de Guanajuato
Con el ladrido de un perro
Se oyó el maullido del gato
Por el camino a la iglesia
El gato los asechaba
Pero al vestido mas blanco
Una bala lo ensuciaba
Entre el altar y la puerta
La novia se derrumbaba
En los brazos de Gerardo
Murio cuando la besaba
""El gato se fue pa'l monte, la tumba quedo olvidada
Y de Gerardo la gente, nunca volvio a saber nada
Pero llego el mes de mayo cuando las rosas floreaban
Se dirigio hacia la tumba, como si alguien lo llamara
Como si la misma muerte de la mano lo llevara
Como si tuviera prisa de reunirse con su amada""
El gato no era valiente
Pero tambien la adoraba
Y con sus ojos rayados
Como gerardo lloraba
Entre la tumba y la fuente
Sus pistolas disparaban
El gato fue resbalando
Y de la cruz se abrazaba
Gerardo se fue arrastrando
Hasta la tumba olvidada
Los dos le llevaron flores
Con tierra y sangre bañadas
Los dos murieron en mayo
Cuando las rosas floreabanEmbed",,Tiempos de mayo,
['Los Tigres Del Norte'],spotify:track:50cYfOvLztlxfHMX1klklK,Golpes En El Corazón,227960,False,61,5,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.369,0.638,0.657,0.0,8.0,0.164,-3.932,1.0,0.41,151.028,4.0,0.739,"Golpes en el Corazón LyricsYo te regalaba todo
Todo lo que me pedías
Sin embargo, me reclamas
Y te daba hasta mi vida
Pero tú, ¿qué me has dado?
Falsas promesas de amor
Pero tú, ¿qué me has dado?
Golpes en el corazón
Yo te regalaba todo
Hoy reñimos y te olvidas
Salí mal con mis amigos
Porque tú no los querías
Pero tú, ¿qué me has dado?
Todo lo perdí por ti
Pero tú, ¿qué me has dado?
Sólo me has hecho sufrir
Para sanar las heridas
Voy a buscar otro amor
Casi arruinaste mi vida
Golpeando mi corazón
Yo te regalaba todo
Con mi madre discutía
Me quería abrir los ojos
Perdóname, madre mía
Pero tú, ¿qué me has dado?
Falsas promesas de amor
Pero tú, ¿qué me has dado?
Golpes en el corazón
Para sanar las heridas
Voy a buscar otro amor
Casi arruinaste mi vida
Golpeando mi corazón
Pero tú, ¿qué me has dado?
Falsas promesas de amor
Pero tú, ¿qué me has dado?
Golpes en el corazón
Pero tú, ¿qué me has dado?
Falsas promesas de amor
Pero tú, ¿qué me has dado?
Golpes en el corazón1Embed",9593.0,Golpes en el Corazón,
['Los Tigres Del Norte'],spotify:track:5kiAmoPkHokqhIkUWHDoVb,La Fama De La Pareja,179120,False,45,6,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.288,0.426,0.652,0.0,1.0,0.0581,-4.423,1.0,0.234,75.997,1.0,0.203,"La fama de la pareja LyricsDesde Jalisco salieron
Con una troca cargada
A la ciudad de Tijuana
Llegaron de madrugada
Cruzaron hasta San Diego
Quedando la ley burlada
Ya estando en un gran hotel
Le dijo a Rosa su esposo
Pasamos el cargamento
No obstante era peligroso
Hacemos la gran pareja
Contigo soy muy dichoso
Rosita le dijo a Luis
No se de que estas hablando
Que traigo en la camioneta
100 kilos de contrabando
Nos vamos para Las Vegas
Alla me estan esperando
Cuando entregaron la carga
Les dieron una sorpresa
El jefe le dijo a Rosa
Usted conmigo se queda
No le hace que sea casada
Su esposo no me interesa
La joven le contesto
Acepto sus condiciones
Dejando libre a mi esposo
Que salgan todos sus hombres
Para lo que quiere hacer
No necesita mirones
Y cuando estaban solitos
Rosita de una maleta
Saco una cuarenta y cinco
Y le apunto en la cabeza
Yo solo soy de mi esposo
Se lo he jurado en la iglesia
La fama de la pareja
Atraveso la frontera
Porque con muchos millones
Volvieron para su tierra
Estan viviendo en jalisco
Y sus negocios prosperanEmbed",,La fama de la pareja,
['Los Tigres Del Norte'],spotify:track:03dmKxGNE6O20Vl1iJjGOG,No Puedo Más,179773,False,45,7,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.392,0.719,0.849,0.0,3.0,0.0715,-4.525,0.0,0.263,156.576,4.0,0.719,,,,
['Los Tigres Del Norte'],spotify:track:5B0ifsxC9Fbe1R8qQAMn9V,Morir Matando,194813,False,50,8,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.461,0.86,0.467,0.0,8.0,0.132,-8.101,0.0,0.202,103.555,4.0,0.478,"Morir matando LyricsMorir matando es la ley
Así comienza el corrido
Así lo dijo miguel
Cuando iba a ser detenido:
Prefiero morir matando
Antes que me hagas cautivo
El teniente le decía
Porque no entregas las armas
De la Procuraduría
Traigo una orden firmada
Te vamos a detener, pero es seguro
Que salgas...
Por qué me quemó mi siembra
Si protección prometieron
Si yo iba a ser detenido
Por qué recibió el dinero
Yo soy un hombre de ley
No crea que me chupo el dedo
Se repegó a su camión
Adentro tenia las armas
Eran dos cuernos de chivo
Del 12 una recortada
Al teniente lo mató
Con una pistola escuadra
Le pegaron dos balazos
R 18 en la pierna
Era muy bueno pa'l cuerno
Con la derecha y la izquierda
A otros cinco mato nomás por aquella quema
No se sabe si Miguel
Murió o sigue en las sierra
Nomás hallaron la sangre
Que fue regando en la hierba
Pero cruzó por un río
Y le perdieron la huella...Embed",,Morir matando,
['Los Tigres Del Norte'],spotify:track:6mdvilly3zBePvaMy5PGmB,Quién,203826,False,61,9,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.2,0.883,0.497,0.0,11.0,0.0454,-5.196,0.0,0.274,79.998,4.0,0.58,,,,
['Los Tigres Del Norte'],spotify:track:13WH6BpofgaFuK0dpuJQcI,Como Aceite Y Como El Agua,207866,False,54,10,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.0897,0.916,0.511,0.0,8.0,0.115,-8.464,1.0,0.36,139.982,4.0,0.577,"Como aceite y como el agua LyricsAnoche platicabas nuestra historia
Con mucha vanidad y en voz alta
Que no te pude dar lo que deseabas
Conmigo estaba muerta tu esperanza
Lo nuestro lo platicas a tu modo
Comentas con orgullo que te quiero
Nomás se te olvido decirles algo
Que tienes corazón aventurero
Lo único que si dijiste cierto
Que somos como aceite y como el agua
A ti te gusta regalar tu cuerpo
A mi me gusta regalar el alma
Lo único que si dijiste cierto
Que somos como aceite y como el agua
Yo siempre me he entregado a lo derecho
Y tú de dar amor no sabes nada
Dormiste entre mis brazos agotada
Después que te saciaban mis caricias
Lo nuestro lo platicas a tu modo
Nomás por presumir que eres muy lista
Lo único que si dijiste cierto
Que somos como aceite y como el agua
A ti te gusta regalar tu cuerpo
A mi me gusta regalar el alma
Lo único que si dijiste cierto
Que somos como aceite y como el agua
Yo siempre me he entregado a lo derecho
Y tú de dar amor no sabes nadaEmbed",,Como aceite y como el agua,
['Los Tigres Del Norte'],spotify:track:5QLM9Tnmz53s89KbTtXWFx,Un Mar De Vino,174973,False,43,11,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.585,0.497,0.84,0.0,2.0,0.673,-2.626,1.0,0.433,75.049,4.0,0.69,"Un mar de vino LyricsUn mar de vino yo no lo necesito
Con unas copas me basto para entender
Que los amores no son buenos a la fuerza
Tampoco es bueno rogarle a una mujer
Aunque no niego que todas son hermosas
Pero hay ingratas que no saben amar
Porque un espejo refleja su belleza
Luego les crece su tonta vanidad
Que yo te quiero dijiste a tus amigas
Que no te olvido ni teniendo un mar de vino
Porque me vieron llorar en las cantinas
Grite tu nombre cuando estaba bien bebido
Que yo te quiero dijiste a tus amigas
Que cuando quieras me tienes en tus brazos
Eso es mentira pues aunque no lo creas
Si un día te quise ya se me esta olvidando
Que yo te quiero dijiste a tus amigas
Que no te olvido ni teniendo un mar de vino
Porque me vieron llorar en las cantinas
Grite tu nombre cuando estaba bien bebido
Que yo te quiero dijiste a tus amigas
Que cuando quieras me tienes en tus brazos
Eso es mentira pues aunque no lo creas
Si un día te quise ya se me esta olvidandoEmbed",,Un mar de vino,
['Los Tigres Del Norte'],spotify:track:6hjB2e1MuleaeJBorVcFKm,Te He De Olvidar,147960,False,39,12,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.073,0.723,0.902,0.0,2.0,0.299,-4.883,1.0,0.116,144.992,4.0,0.547,"Te he de olvidar LyricsYo que busque tu cariño
Tan solo gane contigo
Tristezas y un gran dolor
Por que jugaste conmigo
Como juguete de niño
Después tiraste mi amor
No niego que eres bonita
Cuando sentí tus caricias
Me llenaste de ilusión
Pero eres como el carrizo
Nomás se mira macizo
Y le falta corazón
Me marchare para siempre
Y borrare de mi mente
Todita tu falsedad
Si yo nací sin quererte
Y también sin conocerte
Seguro te he de olvidar
Muy cierto que eres bonita
Cuando sentí tus caricias
Me llenaste de ilusión
Pero eres como el carrizo
Nomás se mira macizo
Y le falta corazón
Me marchare para siempre
Y borrare de mi mente
Todita tu falsedad
Si yo nací sin quererte
Y también sin conocerte
Seguro te he de olvidarEmbed",,Te he de olvidar,
['Los Tigres Del Norte'],spotify:track:03oqo8iFCPVssZYk4pyCYA,Me Quedas A La Medida,203626,False,31,13,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.211,0.67,0.713,0.0,11.0,0.0827,-7.399,1.0,0.262,140.025,4.0,0.408,"Me quedas a la medida LyricsNo eres alta ni chaparrita
No eres gorda ni estas tan flaca
Tu me quedas a la medida
Es por eso que tu me encantas
En tu pelo se va meciendo
El deseo de que estes contigo
Tu me quedas a la medida
Es por eso que te lo digo
Tu me quedas a la medida
Tu me quedas a la medida
Y me gustas porque eres buena
Eres bonita y no presumida
Tu me quedas a la medida
Tu me quedas a la medida
Y me gustas porque eres buena
Eres bonita y no presumida
Mucho amor tengo para darte
Mi deseo es que estes conmigo
Solamente que me muriera
No te cumplo lo que te digo
Anteanoche soñe contigo
En mis sueños te acariciaba
Si medimos los sentimientos
Mi cariño no te lo acabas
Tu me quedas a la medida
Tu me quedas a la medida
Y me gustas porque eres buena
Eres bonita y no presumida
Tu me quedas a la medida
Tu me quedas a la medida
Y me gustas porque eres buena
Eres bonita y no presumidaEmbed",,Me quedas a la medida,
['Los Tigres Del Norte'],spotify:track:2ZEDaHNfEJhtxELSTpZiXT,Nos Estorbo La Ropa,205760,False,47,14,El Ejemplo,Los Tigres Del Norte,1995-01-01,,Fonovisa,63,https://i.scdn.co/image/ab67616d00001e02e70beb8d806076587c1c816f,0.0303,0.754,0.677,0.0,9.0,0.335,-6.455,1.0,0.119,148.013,4.0,0.592,"Nos estorbó la ropa LyricsRecuerdo los momentos tan bonitos
La noche que los dos nos conocimos
El gusto nos entro por la mirada
Y del amor un gran derroche hicimos
Recuerdo que nos fuimos caminando
Buscando oscuridad como los gatos
Queríamos alejarnos de la gente
Y hacer de nuestro encuentro algo muy grato
Nos estorbo la ropa
Dejamos que las prendas se cayeran...
La noche estaba fría porque nevaba
Pero de nuestro amor se hacia una hoguera
Yo me enredé en tus brazos
Dejé que a tu maneras me quisieras
La noche estaba fría
Pero nosotros hicimos del invierno primavera....
Recuerdo que nos fuimos caminando
Buscando oscuridad como los gatos
Queríamos alejarnos de la gente
Y hacer de nuestro encuentro algo muy grato
Nos estorbo la ropa
Dejamos que las prendas se cayeran
La noche estaba fría porque nevaba
Pero de nuestro amor se hacia una hoguera
Yo me enrede en tus brazos
Dejé que a tu maneras me quisieras
La noche estaba fría porque nevaba
Pero nosotros hicimos del invierno primaveraEmbed",,Nos estorbó la ropa,
['Los Tigres Del Norte'],spotify:track:6wrTsgc2vsoMxpj0lk8nlK,El Otro México,164400,False,44,1,El Otro Mexico,Los Tigres Del Norte,1994-01-01,,Fonovisa,46,https://i.scdn.co/image/ab67616d00001e02775cefd15e585c5d1786a3ad,0.141,0.689,0.744,0.0,9.0,0.305,-4.944,1.0,0.067,147.117,4.0,0.341,"El otro México LyricsNo me critiquen por que vivo
Al otro lado
No soy un desarraigado
Vine por necesidad
Ya muchos años que me vine de mojado
Mis costumbres no han cambiado
Ni mi nacionalidad
Soy como tantos
Otros muchos mexicanos
Que la vida nos ganamos
Trabajando bajo el sol
Reconocidos como buenos trabajadores
Que hasta los mismos patrones
Nos hablan en español
Cuando han sabido que
Un doctor o un ingeniero
Se han cruzado de braseros
Por que quiera progresar
O que un cacique
Deje tierras y ganado
Por cruzar el río bravo
Eso nunca lo verán
El otro México que
Aquí hemos construido
En este suelo que ha sido
Territorio nacional
Es el esfuerzo de todos
Nuestros hermanos
Y latinoamericanos
Que han sabido progresar
Mientras los ricos
Se van hacia el extranjero
Para esconder su dinero
Y por Europa pasear
Los campesinos que venimos
De mojados
Casi todo se lo enviamos
A los que quedan alla
Cuando han sabido que
Un doctor o un ingeniero
Se han cruzado de braseros
Por que quiera progresar
O que un cacique
Deje tierras y ganado
Por cruzar el rio bravo
Eso nunca lo veranEmbed",,El otro México,
